#: table_doi: 10.17182/hepdata.153301.v1/t10
#: name: Covariance for full matrix m(tt) differential
#: description: Covariance for full matrix measurement differential in $m(t\bar{t})$
#: data_file: covariance_for_full_matrix_m(tt)_differential.yaml
#: keyword reactions: P P --> TOP TOPBAR
#: keyword cmenergies: 13000
#: RE,P P --> TOP TOPBAR
#: SQRT(S) [TeV],13
#: LUMI [fb$^{-1}$],138
x-axis,y-axis,Covariance
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$c$ for $600 < m(t\bar{t}) < 800 $ GeV,0.00013391
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,-2.8623e-05
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,1.4784e-07
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,-5.6207e-07
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,-3.618e-05
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,6.351e-07
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.0481e-06
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rr}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.00018688
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nn}$ for $600 < m(t\bar{t}) < 800 $ GeV,-9.1642e-06
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{kk}$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.1071e-05
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,-2.2001e-06
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,-2.9322e-05
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,3.612e-06
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,-3.9773e-06
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,-3.1145e-06
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,-5.5e-07
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$c$ for $m(t\bar{t}) > 800 $ GeV,0.00016615
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{r}$ for $m(t\bar{t}) > 800 $ GeV,3.9599e-06
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{n}$ for $m(t\bar{t}) > 800 $ GeV,-1.0211e-06
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{k}$ for $m(t\bar{t}) > 800 $ GeV,1.7072e-07
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{r}$ for $m(t\bar{t}) > 800 $ GeV,5.3132e-06
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{n}$ for $m(t\bar{t}) > 800 $ GeV,-1.1566e-07
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,5.6173e-06
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,-6.5406e-05
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,2.1826e-05
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,2.5606e-06
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{+}$ for $m(t\bar{t}) > 800 $ GeV,4.1339e-06
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,-3.0517e-05
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,-3.9842e-06
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{-}$ for $m(t\bar{t}) > 800 $ GeV,-2.1036e-08
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,-3.6321e-06
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,6.9783e-06
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$c$ for $300 < m(t\bar{t}) < 400 $ GeV,-8.6779e-05
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,1.7775e-05
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,2.6753e-05
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,-1.2781e-05
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,9.8253e-08
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,1.1484e-05
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,-5.3275e-05
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,-0.00031785
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.0017232
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00019977
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,3.3024e-05
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00042895
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00013549
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,-2.8294e-05
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,-6.4462e-05
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,-3.892e-05
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$c$ for $400 < m(t\bar{t}) < 600 $ GeV,0.00014633
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{r}$ for $400 < m(t\bar{t}) < 600 $ GeV,-7.4971e-06
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{n}$ for $400 < m(t\bar{t}) < 600 $ GeV,-7.7028e-07
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{k}$ for $400 < m(t\bar{t}) < 600 $ GeV,-2.628e-06
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{r}$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.0338e-05
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{n}$ for $400 < m(t\bar{t}) < 600 $ GeV,-8.933e-07
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{k}$ for $400 < m(t\bar{t}) < 600 $ GeV,-3.6233e-06
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rr}$ for $400 < m(t\bar{t}) < 600 $ GeV,6.334e-05
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nn}$ for $400 < m(t\bar{t}) < 600 $ GeV,-0.00015237
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{kk}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.00010715
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,-2.5174e-06
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,-0.00013475
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.1299e-05
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,2.2088e-06
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,-3.6013e-07
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,3.7858e-06
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$c$ for $600 < m(t\bar{t}) < 800 $ GeV,0.00018621
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,7.1687e-06
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,8.1849e-07
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,1.2639e-06
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,-7.984e-07
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.2764e-07
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,-2.1143e-06
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rr}$ for $600 < m(t\bar{t}) < 800 $ GeV,-4.3392e-05
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nn}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.00015221
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{kk}$ for $600 < m(t\bar{t}) < 800 $ GeV,5.0376e-06
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,5.9628e-07
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,-3.336e-06
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,5.298e-07
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,-3.9714e-06
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.3455e-06
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,3.8302e-06
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$c$ for $m(t\bar{t}) > 800 $ GeV,0.00023964
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{r}$ for $m(t\bar{t}) > 800 $ GeV,1.2839e-06
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{n}$ for $m(t\bar{t}) > 800 $ GeV,-2.2033e-06
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{k}$ for $m(t\bar{t}) > 800 $ GeV,-1.9004e-06
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{r}$ for $m(t\bar{t}) > 800 $ GeV,-3.3071e-06
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{n}$ for $m(t\bar{t}) > 800 $ GeV,6.5721e-07
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,4.6084e-06
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,-1.1098e-06
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,-1.6282e-05
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,-5.7645e-06
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{+}$ for $m(t\bar{t}) > 800 $ GeV,-2.7503e-06
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,-4.1305e-05
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,-1.4487e-06
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{-}$ for $m(t\bar{t}) > 800 $ GeV,-2.5758e-06
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,-1.1231e-05
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,4.9721e-06
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$c$ for $300 < m(t\bar{t}) < 400 $ GeV,-0.0007367
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00012188
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,1.3595e-05
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00048022
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00010511
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,-2.2313e-06
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00042638
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,-0.00035493
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00019977
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.005489
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,-1.0582e-06
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.0028155
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,4.9565e-05
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,-7.7537e-05
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,-9.5013e-05
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,5.8672e-07
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$c$ for $400 < m(t\bar{t}) < 600 $ GeV,-7.0143e-05
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{r}$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.172e-05
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{n}$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.035e-06
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{k}$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.4861e-05
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{r}$ for $400 < m(t\bar{t}) < 600 $ GeV,-2.1273e-05
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{n}$ for $400 < m(t\bar{t}) < 600 $ GeV,-3.5623e-06
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{k}$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.8757e-05
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rr}$ for $400 < m(t\bar{t}) < 600 $ GeV,3.2895e-05
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nn}$ for $400 < m(t\bar{t}) < 600 $ GeV,9.6829e-05
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{kk}$ for $400 < m(t\bar{t}) < 600 $ GeV,-0.00034916
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,6.6021e-06
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,-0.00023299
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,-4.6459e-06
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,5.8597e-06
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,6.1304e-06
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,9.8451e-06
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$c$ for $600 < m(t\bar{t}) < 800 $ GeV,-8.097e-05
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,2.317e-06
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,9.9305e-07
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,4.8946e-05
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.3972e-05
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,3.3525e-06
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,4.7585e-05
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rr}$ for $600 < m(t\bar{t}) < 800 $ GeV,-7.8058e-05
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nn}$ for $600 < m(t\bar{t}) < 800 $ GeV,2.9233e-05
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{kk}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.00025139
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,-3.5036e-07
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,-0.00015338
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,5.7262e-06
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.0727e-05
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,-8.164e-06
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,-3.0853e-06
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$c$ for $m(t\bar{t}) > 800 $ GeV,-2.2663e-05
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{r}$ for $m(t\bar{t}) > 800 $ GeV,8.7238e-07
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{n}$ for $m(t\bar{t}) > 800 $ GeV,-1.8485e-06
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{k}$ for $m(t\bar{t}) > 800 $ GeV,2.2024e-05
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{r}$ for $m(t\bar{t}) > 800 $ GeV,-1.0054e-05
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{n}$ for $m(t\bar{t}) > 800 $ GeV,2.9542e-07
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,3.4247e-05
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,-5.5095e-05
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,5.2867e-05
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,-0.00012964
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{+}$ for $m(t\bar{t}) > 800 $ GeV,1.1546e-06
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,-4.0432e-05
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,-4.5868e-06
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{-}$ for $m(t\bar{t}) > 800 $ GeV,-3.0979e-07
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,-9.9752e-06
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,5.8926e-06
$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,$c$ for $300 < m(t\bar{t}) < 400 $ GeV,-1.9198e-05
$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,9.517e-06
$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,-0.00021388
$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,-5.9264e-07
$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,-1.7259e-05
$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,-0.00023198
$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,-8.3146e-06
$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,4.6299e-06
$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,3.3024e-05
$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,-1.0582e-06
$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.0071061
$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,-3.9452e-05
$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00010126
$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,1.708e-05
$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,-4.9611e-05
$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00010531
$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,$c$ for $400 < m(t\bar{t}) < 600 $ GeV,1.1414e-05
$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{r}$ for $400 < m(t\bar{t}) < 600 $ GeV,-6.8095e-07
