#: table_doi: 10.17182/hepdata.153301.v1/t10
#: name: Covariance for full matrix m(tt) differential
#: description: Covariance for full matrix measurement differential in $m(t\bar{t})$
#: data_file: covariance_for_full_matrix_m(tt)_differential.yaml
#: keyword reactions: P P --> TOP TOPBAR
#: keyword cmenergies: 13000
#: RE,P P --> TOP TOPBAR
#: SQRT(S) [TeV],13
#: LUMI [fb$^{-1}$],138
x-axis,y-axis,Covariance
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{k}$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.4758e-06
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rr}$ for $400 < m(t\bar{t}) < 600 $ GeV,2.9933e-05
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nn}$ for $400 < m(t\bar{t}) < 600 $ GeV,-6.6838e-07
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{kk}$ for $400 < m(t\bar{t}) < 600 $ GeV,7.1167e-06
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nr}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,6.0927e-07
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rk}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,-2.764e-05
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nk}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,3.62e-07
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nr}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,1.5044e-07
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rk}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,-2.0263e-05
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nk}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,-4.6066e-08
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$c$ for $600 < m(t\bar{t}) < 800 $ GeV,2.6566e-05
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.00016486
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,2.9352e-07
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.9297e-05
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,1.6526e-05
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,-3.6736e-07
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,-3.0027e-05
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rr}$ for $600 < m(t\bar{t}) < 800 $ GeV,-0.00011353
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nn}$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.025e-05
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{kk}$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.0987e-05
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nr}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.3705e-06
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.00020795
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.5288e-06
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nr}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,1.7922e-06
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.00017966
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.1249e-06
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$c$ for $m(t\bar{t}) > 800 $ GeV,-2.44e-06
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{r}$ for $m(t\bar{t}) > 800 $ GeV,-5.8975e-05
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{n}$ for $m(t\bar{t}) > 800 $ GeV,-5.1511e-07
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{k}$ for $m(t\bar{t}) > 800 $ GeV,-9.1319e-07
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{r}$ for $m(t\bar{t}) > 800 $ GeV,6.3176e-06
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{n}$ for $m(t\bar{t}) > 800 $ GeV,3.7068e-07
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,5.5047e-06
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,3.3036e-05
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,3.7813e-06
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,8.7851e-06
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nr}^{+}$ for $m(t\bar{t}) > 800 $ GeV,6.5305e-07
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,-8.6519e-05
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,2.1231e-06
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nr}^{-}$ for $m(t\bar{t}) > 800 $ GeV,-6.3107e-07
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,-8.939e-05
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,-2.0683e-07
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$c$ for $300 < m(t\bar{t}) < 400 $ GeV,-2.657e-06
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,7.3616e-07
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,2.6852e-05
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,-1.8748e-07
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,8.5828e-09
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,2.0259e-06
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,5.0447e-08
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,1.4784e-07
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,8.1849e-07
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,9.9305e-07
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,-3.0641e-05
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,2.5494e-06
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,2.0668e-05
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nr}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,-1.5051e-05
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,-1.013e-06
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,9.1868e-06
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$c$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.939e-06
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{r}$ for $400 < m(t\bar{t}) < 600 $ GeV,-2.3523e-08
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{n}$ for $400 < m(t\bar{t}) < 600 $ GeV,-2.3629e-05
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{k}$ for $400 < m(t\bar{t}) < 600 $ GeV,1.7722e-07
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{r}$ for $400 < m(t\bar{t}) < 600 $ GeV,-7.1138e-09
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{n}$ for $400 < m(t\bar{t}) < 600 $ GeV,-2.1478e-06
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{k}$ for $400 < m(t\bar{t}) < 600 $ GeV,-7.8806e-09
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rr}$ for $400 < m(t\bar{t}) < 600 $ GeV,1.6563e-07
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nn}$ for $400 < m(t\bar{t}) < 600 $ GeV,6.788e-07
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{kk}$ for $400 < m(t\bar{t}) < 600 $ GeV,1.6496e-08
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nr}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,2.531e-05
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rk}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,-8.6211e-07
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nk}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,-2.2174e-05
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nr}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,1.6669e-05
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rk}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,4.9235e-08
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nk}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.7031e-05
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$c$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.2796e-06
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,2.9352e-07
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.00010348
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,-3.1041e-07
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,6.6313e-07
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,7.806e-06
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,-2.832e-07
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rr}$ for $600 < m(t\bar{t}) < 800 $ GeV,-5.019e-07
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nn}$ for $600 < m(t\bar{t}) < 800 $ GeV,-6.804e-07
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{kk}$ for $600 < m(t\bar{t}) < 800 $ GeV,1.5638e-06
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nr}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,-9.4228e-05
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,-4.0243e-08
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.0001374
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nr}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,-7.0055e-05
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,-3.5497e-07
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.00011966
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$c$ for $m(t\bar{t}) > 800 $ GeV,-9.412e-07
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{r}$ for $m(t\bar{t}) > 800 $ GeV,-2.4348e-07
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{n}$ for $m(t\bar{t}) > 800 $ GeV,-4.6589e-05
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{k}$ for $m(t\bar{t}) > 800 $ GeV,-5.8632e-07
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{r}$ for $m(t\bar{t}) > 800 $ GeV,-1.5025e-07
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{n}$ for $m(t\bar{t}) > 800 $ GeV,-4.1617e-06
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,-5.8643e-07
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,5.709e-07
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,2.9866e-07
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,3.2844e-07
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nr}^{+}$ for $m(t\bar{t}) > 800 $ GeV,3.3944e-05
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,-1.6305e-06
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,-6.4256e-05
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nr}^{-}$ for $m(t\bar{t}) > 800 $ GeV,2.6414e-05
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,-5.4127e-07
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,-5.7562e-05
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$c$ for $300 < m(t\bar{t}) < 400 $ GeV,-5.2489e-05
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,-1.5806e-06
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,2.4715e-06
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,5.0072e-05
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,-3.3273e-06
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,9.6359e-07
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,2.3177e-05
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,-5.6207e-07
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,1.2639e-06
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,4.8946e-05
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,3.6997e-06
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,-2.3339e-05
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,4.9817e-06
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nr}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,1.6161e-06
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,2.1766e-05
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,6.5523e-06
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$c$ for $400 < m(t\bar{t}) < 600 $ GeV,-4.7412e-05
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{r}$ for $400 < m(t\bar{t}) < 600 $ GeV,-4.5746e-06
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{n}$ for $400 < m(t\bar{t}) < 600 $ GeV,2.7703e-08
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{k}$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.0996e-05
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{r}$ for $400 < m(t\bar{t}) < 600 $ GeV,-3.3836e-06
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{n}$ for $400 < m(t\bar{t}) < 600 $ GeV,3.7135e-08
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{k}$ for $400 < m(t\bar{t}) < 600 $ GeV,1.5682e-05
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rr}$ for $400 < m(t\bar{t}) < 600 $ GeV,-6.5871e-06
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nn}$ for $400 < m(t\bar{t}) < 600 $ GeV,4.1325e-06
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{kk}$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.8183e-05
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nr}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.1762e-06
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rk}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,2.1306e-05
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nk}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,-9.8165e-07
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nr}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,-3.1693e-07
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rk}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,-2.4434e-05
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nk}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,-5.6405e-07
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$c$ for $600 < m(t\bar{t}) < 800 $ GeV,-9.0342e-05
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.9297e-05
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,-3.1041e-07
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.00020402
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,-3.3181e-05
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,3.8197e-08
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,5.3268e-05
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rr}$ for $600 < m(t\bar{t}) < 800 $ GeV,-2.7621e-06
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nn}$ for $600 < m(t\bar{t}) < 800 $ GeV,1.8195e-05
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{kk}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.00020106
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nr}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,2.6678e-06
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,-0.00016013
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,3.6469e-06
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nr}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,-3.7002e-06
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.00011087
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,1.616e-06
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$c$ for $m(t\bar{t}) > 800 $ GeV,-7.2757e-05
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{r}$ for $m(t\bar{t}) > 800 $ GeV,1.5086e-05
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{n}$ for $m(t\bar{t}) > 800 $ GeV,6.6497e-07
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{k}$ for $m(t\bar{t}) > 800 $ GeV,-3.0338e-05
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{r}$ for $m(t\bar{t}) > 800 $ GeV,-1.0664e-06
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{n}$ for $m(t\bar{t}) > 800 $ GeV,6.2099e-07
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,3.8936e-05
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,-2.4081e-05
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,6.6392e-06
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,-0.000123
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nr}^{+}$ for $m(t\bar{t}) > 800 $ GeV,3.3425e-06
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,5.2758e-05
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,-3.4104e-06
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nr}^{-}$ for $m(t\bar{t}) > 800 $ GeV,2.7778e-06
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,-1.6007e-05
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,2.4835e-07
$\bar{P}_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$c$ for $300 < m(t\bar{t}) < 400 $ GeV,2.2304e-05
$\bar{P}_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,9.3034e-06
$\bar{P}_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,-2.7802e-06
$\bar{P}_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,-1.4121e-05
$\bar{P}_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,3.1682e-05
$\bar{P}_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,-1.0121e-06
$\bar{P}_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$\bar{P}_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,-1.4982e-05
$\bar{P}_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,-3.618e-05
$\bar{P}_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,-7.984e-07
$\bar{P}_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,-1.3972e-05
